serial_no,employer_id,employer_name,industry,sub_industry,company_size_band,hq_city,hq_state,hq_country,website_url,linkedin_url,is_faang_company,is_non_profit,slu_partnership_type,slu_partnership_level,slu_partnership_status,slu_partnership_start_date,primary_contact_name,primary_contact_title,primary_contact_email,primary_contact_phone
813,b45c2512-8d98-4cc3-9b2a-2e9db3e804ae,Employer 0813,Technology,Cloud/Software,Medium,St. Louis,MO,USA,https://www.example813.com,https://www.linkedin.com/company/example-813,0,0,Sponsorship,Gold,Active,03/24/2023,Alex813 Reed813,Recruiter,contact813@example.com,+19107128206
814,c5b9ed1e-76a1-4f55-8963-2b1e9330b9b4,Employer 0814,Energy,Utilities,Enterprise,Boston,MA,USA,https://www.example814.com,https://www.linkedin.com/company/example-814,0,0,Sponsorship,Gold,Active,05/24/2022,Alex814 Reed814,Talent Partner,contact814@example.com,+19647669747
815,3ec261d4-7c21-4fdc-aa29-d23caf2245ce,Employer 0815,Retail,E-commerce,Enterprise,Dallas,TX,USA,https://www.example815.com,https://www.linkedin.com/company/example-815,0,0,Sponsorship,Silver,Active,06/28/2026,Alex815 Reed815,University Relations,contact815@example.com,+19928263220
816,71e39406-a061-4c23-ae53-7b9cacc8d3bd,Employer 0816,Consulting,IT Services,Medium,San Jose,CA,USA,https://www.example816.com,https://www.linkedin.com/company/example-816,0,0,Mentorship,Silver,Prospect,07/04/2022,Alex816 Reed816,University Relations,contact816@example.com,+14256917862
817,9649cd68-401f-4b44-b9f1-89174582560c,Employer 0817,Retail,E-commerce,Enterprise,Dallas,TX,USA,https://www.example817.com,https://www.linkedin.com/company/example-817,0,0,Academic,Gold,Inactive,09/30/2025,Alex817 Reed817,University Relations,contact817@example.com,+14393865871
818,c56efd39-f0ce-45ab-8949-47fe2399d6a6,Employer 0818,Logistics,Supply Chain,Enterprise,Austin,TX,USA,https://www.example818.com,https://www.linkedin.com/company/example-818,0,0,Donor,Bronze,Inactive,01/15/2025,Alex818 Reed818,HR Manager,contact818@example.com,+13883742491
819,1af8fe20-d9f9-4f9a-a904-bdef253e7434,Employer 0819,Consulting,IT Services,Medium,New York,NY,USA,https://www.example819.com,https://www.linkedin.com/company/example-819,0,0,Sponsorship,Gold,Prospect,02/16/2021,Alex819 Reed819,University Relations,contact819@example.com,+18035354453
820,4cff5b50-883f-4c22-a500-194e233af8a8,Employer 0820,Retail,E-commerce,Medium,Chicago,IL,USA,https://www.example820.com,https://www.linkedin.com/company/example-820,0,0,Academic,Bronze,Inactive,02/02/2023,Alex820 Reed820,University Relations,contact820@example.com,+19367029275
821,c7478263-f902-471e-9dca-df3898a2a636,Employer 0821,Consulting,IT Services,Small,Chicago,IL,USA,https://www.example821.com,https://www.linkedin.com/company/example-821,0,0,Donor,Silver,Inactive,07/09/2022,Alex821 Reed821,Recruiter,contact821@example.com,+14733896082
822,bd128f16-1410-4309-82af-d0bd020bb010,Employer 0822,Logistics,Supply Chain,Large,New York,NY,USA,https://www.example822.com,https://www.linkedin.com/company/example-822,0,0,Donor,Gold,Prospect,05/31/2022,Alex822 Reed822,HR Manager,contact822@example.com,+16809155963
823,703555d2-31e6-4731-973a-d1e3b81c64fe,Employer 0823,Government,Public Sector,Large,St. Louis,MO,USA,https://www.example823.com,https://www.linkedin.com/company/example-823,0,0,None,Bronze,Prospect,11/30/2023,Alex823 Reed823,University Relations,contact823@example.com,+14377462328
824,5d85a2bc-7aa7-46d5-8140-0f0f6ef25178,Employer 0824,Technology,Cloud/Software,Enterprise,San Jose,CA,USA,https://www.example824.com,https://www.linkedin.com/company/example-824,0,0,Academic,Gold,Active,03/06/2021,Alex824 Reed824,HR Manager,contact824@example.com,+13489622499
825,b5a20e6b-197c-42d8-9fed-2a1759645716,Employer 0825,Manufacturing,Industrial,Small,San Jose,CA,USA,https://www.example825.com,https://www.linkedin.com/company/example-825,0,0,Sponsorship,Silver,Active,05/17/2024,Alex825 Reed825,Talent Partner,contact825@example.com,+14846859872
826,a1e75ca6-82bc-474f-a495-060b1af5088a,Employer 0826,Finance,Banking,Small,Boston,MA,USA,https://www.example826.com,https://www.linkedin.com/company/example-826,0,0,Mentorship,Bronze,Active,01/22/2025,Alex826 Reed826,University Relations,contact826@example.com,+18675118192
827,c24ed27c-eeb5-45f7-bb13-8e686a9143db,Employer 0827,Manufacturing,Industrial,Large,San Jose,CA,USA,https://www.example827.com,https://www.linkedin.com/company/example-827,0,0,Hiring,Silver,Prospect,02/13/2025,Alex827 Reed827,Recruiter,contact827@example.com,+17232794342
828,0f19ca74-2bb7-47a9-b4d5-65d6a9e1e8a6,Employer 0828,Healthcare,Provider,Medium,Chicago,IL,USA,https://www.example828.com,https://www.linkedin.com/company/example-828,0,1,Mentorship,Gold,Active,09/14/2025,Alex828 Reed828,Talent Partner,contact828@example.com,+18513799811
829,0915e73b-7d51-4d77-8260-ac218920c8d6,Employer 0829,Education,University,Enterprise,Dallas,TX,USA,https://www.example829.com,https://www.linkedin.com/company/example-829,0,1,Academic,Bronze,Active,04/19/2020,Alex829 Reed829,Talent Partner,contact829@example.com,+15192757771
830,45eded6c-682b-4754-bdca-18df26df4209,Employer 0830,Energy,Utilities,Large,Chicago,IL,USA,https://www.example830.com,https://www.linkedin.com/company/example-830,0,0,Academic,Bronze,Prospect,10/30/2020,Alex830 Reed830,University Relations,contact830@example.com,+15075033971
831,585d5e6f-6e91-4e0f-860c-d0ec893c4bb2,Employer 0831,Consulting,IT Services,Large,New York,NY,USA,https://www.example831.com,https://www.linkedin.com/company/example-831,0,0,None,Silver,Inactive,06/17/2025,Alex831 Reed831,HR Manager,contact831@example.com,+16016211098
832,20887945-fd44-45a9-95fe-2c9c6e9817bb,Employer 0832,Logistics,Supply Chain,Medium,New York,NY,USA,https://www.example832.com,https://www.linkedin.com/company/example-832,0,0,Sponsorship,Silver,Inactive,03/13/2026,Alex832 Reed832,Talent Partner,contact832@example.com,+15484261158
833,a6df7fc3-40a2-400a-b589-adacaacc8ead,Employer 0833,Energy,Utilities,Large,New York,NY,USA,https://www.example833.com,https://www.linkedin.com/company/example-833,0,0,Mentorship,Bronze,Inactive,01/22/2026,Alex833 Reed833,HR Manager,contact833@example.com,+12559249258
834,e24c1766-f1d2-4f8e-8ff3-11833e4761e1,Employer 0834,Consulting,IT Services,Enterprise,San Jose,CA,USA,https://www.example834.com,https://www.linkedin.com/company/example-834,0,0,Sponsorship,Silver,Active,08/26/2023,Alex834 Reed834,University Relations,contact834@example.com,+19384073982
835,13143ef1-d893-4c31-9cd4-d77b1f155857,Employer 0835,Education,University,Enterprise,Toronto,ON,Canada,https://www.example835.com,https://www.linkedin.com/company/example-835,0,0,Donor,Silver,Prospect,07/12/2025,Alex835 Reed835,HR Manager,contact835@example.com,+15069586844
836,0a3ff042-be97-4580-b9b4-8ed2e3011a2c,Employer 0836,Manufacturing,Industrial,Large,Dallas,TX,USA,https://www.example836.com,https://www.linkedin.com/company/example-836,0,0,None,Bronze,Active,01/15/2023,Alex836 Reed836,University Relations,contact836@example.com,+19596349792
837,d6296547-2d5a-4723-90b0-447d35b04cfc,Employer 0837,Technology,Cloud/Software,Medium,Dublin,NA,Ireland,https://www.example837.com,https://www.linkedin.com/company/example-837,0,0,Sponsorship,Silver,Active,02/24/2023,Alex837 Reed837,HR Manager,contact837@example.com,+16864041315
838,0d289f6b-fcbb-4d11-b546-1db5d5ea83fb,Employer 0838,Technology,Cloud/Software,Small,New York,NY,USA,https://www.example838.com,https://www.linkedin.com/company/example-838,0,0,Academic,Gold,Active,01/31/2020,Alex838 Reed838,Talent Partner,contact838@example.com,+16177686028
839,35a86c96-4549-45ba-bcd8-35b49a0fd61e,Employer 0839,Consulting,IT Services,Medium,Boston,MA,USA,https://www.example839.com,https://www.linkedin.com/company/example-839,0,0,Academic,Bronze,Inactive,11/04/2024,Alex839 Reed839,Recruiter,contact839@example.com,+18177178888
840,37b82e15-1112-4b4e-b7c8-3528f2998c24,Employer 0840,Education,University,Small,Bengaluru,NA,India,https://www.example840.com,https://www.linkedin.com/company/example-840,0,1,Hiring,Bronze,Inactive,06/26/2020,Alex840 Reed840,University Relations,contact840@example.com,+15833834222
841,8b6965f6-c077-43cb-9a84-3814c3a41556,Employer 0841,Logistics,Supply Chain,Small,Boston,MA,USA,https://www.example841.com,https://www.linkedin.com/company/example-841,0,0,Sponsorship,Gold,Prospect,03/30/2023,Alex841 Reed841,University Relations,contact841@example.com,+15985818891
842,a2576e09-9b60-4d5b-8ef0-5444493d5f16,Employer 0842,Healthcare,Provider,Large,Dallas,TX,USA,https://www.example842.com,https://www.linkedin.com/company/example-842,0,0,Hiring,Gold,Active,07/30/2024,Alex842 Reed842,Talent Partner,contact842@example.com,+19109029680
843,6dfe852c-50e4-4cd6-99e3-7aedfbe2bfc0,Employer 0843,Technology,Cloud/Software,Large,New York,NY,USA,https://www.example843.com,https://www.linkedin.com/company/example-843,0,0,Hiring,Bronze,Prospect,05/07/2022,Alex843 Reed843,Talent Partner,contact843@example.com,+16234522541
844,23dc024c-0f1c-4651-89bb-508a5d96b3a9,Employer 0844,Manufacturing,Industrial,Small,Austin,TX,USA,https://www.example844.com,https://www.linkedin.com/company/example-844,0,0,Mentorship,Silver,Prospect,12/10/2022,Alex844 Reed844,HR Manager,contact844@example.com,+14016525523
845,56fc5e15-a25d-466f-a02a-443c0be7c5f5,Employer 0845,Healthcare,Provider,Enterprise,Bengaluru,NA,India,https://www.example845.com,https://www.linkedin.com/company/example-845,0,0,None,Gold,Active,09/04/2020,Alex845 Reed845,University Relations,contact845@example.com,+12374914907
846,f89ba41d-1e19-4bc1-a8a2-418ca7e5caa3,Employer 0846,Retail,E-commerce,Large,Austin,TX,USA,https://www.example846.com,https://www.linkedin.com/company/example-846,0,0,Academic,Gold,Active,11/18/2023,Alex846 Reed846,Recruiter,contact846@example.com,+16734341182
847,27b88af1-26a8-43e1-b56d-9df201f18cb6,Employer 0847,Retail,E-commerce,Medium,St. Louis,MO,USA,https://www.example847.com,https://www.linkedin.com/company/example-847,0,0,Sponsorship,Bronze,Prospect,07/28/2020,Alex847 Reed847,Talent Partner,contact847@example.com,+14174824622
848,707e54d7-6d47-4a12-bff0-cd0ea3263eb9,Employer 0848,Healthcare,Provider,Enterprise,London,NA,UK,https://www.example848.com,https://www.linkedin.com/company/example-848,0,1,Mentorship,Bronze,Prospect,08/01/2020,Alex848 Reed848,HR Manager,contact848@example.com,+19155019994
849,92d674e7-4f78-4f9b-b662-0979de057d6a,Employer 0849,Finance,Banking,Medium,Austin,TX,USA,https://www.example849.com,https://www.linkedin.com/company/example-849,0,0,Mentorship,Silver,Inactive,06/13/2020,Alex849 Reed849,University Relations,contact849@example.com,+16288054268
850,76310dc0-812b-4c91-ae3a-ad957bc78ae9,Employer 0850,Consulting,IT Services,Small,St. Louis,MO,USA,https://www.example850.com,https://www.linkedin.com/company/example-850,0,0,Sponsorship,Gold,Prospect,12/10/2022,Alex850 Reed850,Talent Partner,contact850@example.com,+15863667717
851,6d5d0823-87df-4a3f-a22c-fb159bdce821,Employer 0851,Consulting,IT Services,Medium,Boston,MA,USA,https://www.example851.com,https://www.linkedin.com/company/example-851,0,0,Sponsorship,Silver,Prospect,08/17/2022,Alex851 Reed851,Recruiter,contact851@example.com,+12344772054
852,d3e2adc8-638a-4551-9bd8-3a75cc8b61a0,Employer 0852,Technology,Cloud/Software,Enterprise,San Jose,CA,USA,https://www.example852.com,https://www.linkedin.com/company/example-852,0,0,None,Gold,Prospect,12/26/2026,Alex852 Reed852,University Relations,contact852@example.com,+18938697668
853,b4f79db0-7876-4f57-a08d-0e1c498a5b86,Employer 0853,Government,Public Sector,Large,San Jose,CA,USA,https://www.example853.com,https://www.linkedin.com/company/example-853,0,0,None,Gold,Inactive,06/04/2021,Alex853 Reed853,Talent Partner,contact853@example.com,+16125759026
854,d86d576a-1dee-468b-84ea-2d8778f93a8f,Employer 0854,Logistics,Supply Chain,Large,Seattle,WA,USA,https://www.example854.com,https://www.linkedin.com/company/example-854,0,0,Sponsorship,Bronze,Inactive,10/29/2026,Alex854 Reed854,University Relations,contact854@example.com,+18918958891
855,62f68263-11ec-4223-9da2-e48f034b470f,Employer 0855,Retail,E-commerce,Enterprise,Seattle,WA,USA,https://www.example855.com,https://www.linkedin.com/company/example-855,0,0,Hiring,Silver,Prospect,10/05/2022,Alex855 Reed855,HR Manager,contact855@example.com,+18023314926
856,46beaac7-92e4-49f0-a0a5-c78d54045a9e,Employer 0856,Education,University,Medium,Chicago,IL,USA,https://www.example856.com,https://www.linkedin.com/company/example-856,0,1,Sponsorship,Gold,Inactive,04/17/2021,Alex856 Reed856,University Relations,contact856@example.com,+16569341723
857,e09baa8c-967a-424f-a67c-ebdaa6dfe5be,Employer 0857,Finance,Banking,Small,St. Louis,MO,USA,https://www.example857.com,https://www.linkedin.com/company/example-857,0,0,None,Silver,Prospect,01/08/2023,Alex857 Reed857,HR Manager,contact857@example.com,+14892246337
858,efd77769-7c41-4b12-90a8-f2ab0e2b13fe,Employer 0858,Healthcare,Provider,Small,St. Louis,MO,USA,https://www.example858.com,https://www.linkedin.com/company/example-858,0,1,Academic,Gold,Prospect,11/26/2021,Alex858 Reed858,University Relations,contact858@example.com,+14579617002
859,9868c3d8-7d71-4c25-af2a-e4eaf46fcf49,Employer 0859,Technology,Cloud/Software,Small,Bengaluru,NA,India,https://www.example859.com,https://www.linkedin.com/company/example-859,0,0,Hiring,Silver,Active,03/25/2023,Alex859 Reed859,Talent Partner,contact859@example.com,+12678532770
860,4ea3dd5f-4ef4-482a-bdcc-e8d72ecff959,Employer 0860,Energy,Utilities,Large,Dallas,TX,USA,https://www.example860.com,https://www.linkedin.com/company/example-860,0,0,Hiring,Silver,Active,05/27/2023,Alex860 Reed860,HR Manager,contact860@example.com,+16129334530
861,6efed967-e27a-4032-88f5-cbbf34dc2f84,Employer 0861,Energy,Utilities,Medium,Dublin,NA,Ireland,https://www.example861.com,https://www.linkedin.com/company/example-861,0,0,Hiring,Bronze,Prospect,11/08/2026,Alex861 Reed861,Recruiter,contact861@example.com,+18446649799
862,61aa780f-0fb7-4fee-a0da-56e0eef2831d,Employer 0862,Education,University,Small,Dublin,NA,Ireland,https://www.example862.com,https://www.linkedin.com/company/example-862,0,0,Sponsorship,Bronze,Active,09/19/2021,Alex862 Reed862,University Relations,contact862@example.com,+18143341885
863,4495b36f-58d3-40ad-b54f-2aa9c1b008ee,Employer 0863,Healthcare,Provider,Medium,Boston,MA,USA,https://www.example863.com,https://www.linkedin.com/company/example-863,0,1,Sponsorship,Bronze,Prospect,11/03/2022,Alex863 Reed863,Recruiter,contact863@example.com,+15162608804
864,e35e8bc8-b574-4cd8-abb3-7ef5f5132be6,Employer 0864,Government,Public Sector,Small,Seattle,WA,USA,https://www.example864.com,https://www.linkedin.com/company/example-864,0,1,Donor,Bronze,Prospect,07/07/2020,Alex864 Reed864,HR Manager,contact864@example.com,+13844893734
865,da400435-dd24-419b-9dc5-42c94e900d76,Employer 0865,Retail,E-commerce,Medium,Dublin,NA,Ireland,https://www.example865.com,https://www.linkedin.com/company/example-865,0,0,None,Bronze,Prospect,09/14/2021,Alex865 Reed865,HR Manager,contact865@example.com,+13126774723
866,4d0dddc9-ab62-45c1-bd38-87c1d018c267,Employer 0866,Energy,Utilities,Enterprise,New York,NY,USA,https://www.example866.com,https://www.linkedin.com/company/example-866,0,0,Donor,Bronze,Active,05/21/2021,Alex866 Reed866,HR Manager,contact866@example.com,+12987925737
867,eac60191-d7b4-400f-93d1-37a1e46985a8,Employer 0867,Energy,Utilities,Enterprise,Boston,MA,USA,https://www.example867.com,https://www.linkedin.com/company/example-867,0,0,Donor,Bronze,Prospect,02/10/2024,Alex867 Reed867,University Relations,contact867@example.com,+18615405070
868,94ba245b-229f-4e12-9afa-dea8522c2a50,Employer 0868,Logistics,Supply Chain,Small,Bengaluru,NA,India,https://www.example868.com,https://www.linkedin.com/company/example-868,0,0,Mentorship,Gold,Active,02/07/2023,Alex868 Reed868,HR Manager,contact868@example.com,+19007683230
869,bf4c45ac-997d-46a4-92b1-de9495534158,Employer 0869,Government,Public Sector,Enterprise,Dallas,TX,USA,https://www.example869.com,https://www.linkedin.com/company/example-869,0,1,Mentorship,Gold,Prospect,05/29/2025,Alex869 Reed869,Recruiter,contact869@example.com,+15413103087
870,5ccbae27-5fd9-4d66-a202-5af5c9537a1c,Employer 0870,Healthcare,Provider,Enterprise,Hyderabad,NA,India,https://www.example870.com,https://www.linkedin.com/company/example-870,0,0,Hiring,Gold,Active,01/26/2022,Alex870 Reed870,HR Manager,contact870@example.com,+18308835473
871,7ec59d27-63b5-481d-9cb8-fd5f995b8e3d,Employer 0871,Healthcare,Provider,Small,Seattle,WA,USA,https://www.example871.com,https://www.linkedin.com/company/example-871,0,0,Hiring,Bronze,Inactive,07/08/2023,Alex871 Reed871,University Relations,contact871@example.com,+18419879196
872,ece6dc8d-4617-473a-8ab0-31344cee994c,Employer 0872,Technology,Cloud/Software,Medium,Dallas,TX,USA,https://www.example872.com,https://www.linkedin.com/company/example-872,0,0,None,Gold,Inactive,02/23/2026,Alex872 Reed872,HR Manager,contact872@example.com,+16205595225
873,b066b949-1bb5-4461-852b-2cf420b62a0b,Employer 0873,Finance,Banking,Large,Austin,TX,USA,https://www.example873.com,https://www.linkedin.com/company/example-873,0,0,Academic,Bronze,Active,10/04/2020,Alex873 Reed873,University Relations,contact873@example.com,+19223183966
874,6247e037-9010-4dc0-b3a8-8f5ef27bee3f,Employer 0874,Healthcare,Provider,Enterprise,Dublin,NA,Ireland,https://www.example874.com,https://www.linkedin.com/company/example-874,0,0,Sponsorship,Silver,Prospect,04/15/2021,Alex874 Reed874,HR Manager,contact874@example.com,+18422145837
875,2b19f272-d8b0-4dde-8e43-2a35be259b57,Employer 0875,Technology,Cloud/Software,Small,Chicago,IL,USA,https://www.example875.com,https://www.linkedin.com/company/example-875,0,0,Academic,Gold,Inactive,04/27/2025,Alex875 Reed875,HR Manager,contact875@example.com,+14259018105
876,ea313681-da08-4f42-9c84-ff0a1b05db05,Employer 0876,Finance,Banking,Medium,New York,NY,USA,https://www.example876.com,https://www.linkedin.com/company/example-876,0,0,Donor,Gold,Active,04/21/2021,Alex876 Reed876,Recruiter,contact876@example.com,+16593369592
877,5003f202-3153-459e-8318-acdf55f19b2c,Employer 0877,Healthcare,Provider,Enterprise,San Jose,CA,USA,https://www.example877.com,https://www.linkedin.com/company/example-877,0,0,Hiring,Bronze,Inactive,10/19/2026,Alex877 Reed877,HR Manager,contact877@example.com,+19595155101
878,7e13404e-8926-455d-b4a5-d6dcd8abad6c,Employer 0878,Logistics,Supply Chain,Small,Boston,MA,USA,https://www.example878.com,https://www.linkedin.com/company/example-878,0,0,Mentorship,Gold,Active,05/28/2026,Alex878 Reed878,University Relations,contact878@example.com,+13628167200
879,5d027b5f-69bd-4235-a4d2-554a89acc2f1,Employer 0879,Government,Public Sector,Medium,Austin,TX,USA,https://www.example879.com,https://www.linkedin.com/company/example-879,0,1,Academic,Silver,Active,02/15/2023,Alex879 Reed879,Recruiter,contact879@example.com,+16982211924
880,eeb13e00-5db9-4190-9993-714afab4b471,Employer 0880,Healthcare,Provider,Small,Chicago,IL,USA,https://www.example880.com,https://www.linkedin.com/company/example-880,0,1,Donor,Gold,Prospect,10/17/2021,Alex880 Reed880,Recruiter,contact880@example.com,+15792369059
881,117e452e-862b-4293-a17f-08e4905303eb,Employer 0881,Consulting,IT Services,Medium,Dublin,NA,Ireland,https://www.example881.com,https://www.linkedin.com/company/example-881,0,0,Mentorship,Bronze,Inactive,10/20/2024,Alex881 Reed881,HR Manager,contact881@example.com,+16075149071
882,77560880-4191-4feb-9523-2b17b1de666c,Employer 0882,Education,University,Medium,Boston,MA,USA,https://www.example882.com,https://www.linkedin.com/company/example-882,0,1,Hiring,Gold,Inactive,08/17/2023,Alex882 Reed882,Recruiter,contact882@example.com,+19066909329
883,c75d78cf-ceeb-4fbb-8a31-5d8afb6fa963,Employer 0883,Manufacturing,Industrial,Medium,Bengaluru,NA,India,https://www.example883.com,https://www.linkedin.com/company/example-883,0,0,Academic,Silver,Prospect,01/23/2020,Alex883 Reed883,HR Manager,contact883@example.com,+13735641265
884,08d5ff0b-11a9-4c15-895e-edbc9ab2f2ae,Employer 0884,Logistics,Supply Chain,Enterprise,Dallas,TX,USA,https://www.example884.com,https://www.linkedin.com/company/example-884,0,0,Academic,Silver,Prospect,01/22/2020,Alex884 Reed884,Talent Partner,contact884@example.com,+12174752677
885,b0a3f1f8-d33d-4f99-afc6-b0293054bd7f,Employer 0885,Manufacturing,Industrial,Small,Austin,TX,USA,https://www.example885.com,https://www.linkedin.com/company/example-885,0,0,Academic,Gold,Inactive,01/17/2026,Alex885 Reed885,HR Manager,contact885@example.com,+17252528046
886,3a90b4cd-b7e4-429b-b1d9-a60dafbe3f9d,Employer 0886,Consulting,IT Services,Medium,Boston,MA,USA,https://www.example886.com,https://www.linkedin.com/company/example-886,0,0,Academic,Bronze,Active,06/18/2020,Alex886 Reed886,Recruiter,contact886@example.com,+14888581288
887,5219fa63-602f-44b1-ae88-2ceb963cea61,Employer 0887,Consulting,IT Services,Medium,Chicago,IL,USA,https://www.example887.com,https://www.linkedin.com/company/example-887,0,0,None,Bronze,Prospect,02/11/2025,Alex887 Reed887,Recruiter,contact887@example.com,+16914803532
888,35bd5321-20f1-4790-96b5-54e08e25adf4,Employer 0888,Energy,Utilities,Enterprise,New York,NY,USA,https://www.example888.com,https://www.linkedin.com/company/example-888,0,0,Academic,Bronze,Prospect,11/11/2023,Alex888 Reed888,University Relations,contact888@example.com,+17934854452
889,7f9787ea-d513-4a36-80d1-39ded8dd00c3,Employer 0889,Finance,Banking,Small,St. Louis,MO,USA,https://www.example889.com,https://www.linkedin.com/company/example-889,0,0,Mentorship,Gold,Inactive,02/19/2023,Alex889 Reed889,University Relations,contact889@example.com,+17078124449
890,ddabcee8-9a55-47ab-8c47-3ea70b607d5c,Employer 0890,Manufacturing,Industrial,Enterprise,Boston,MA,USA,https://www.example890.com,https://www.linkedin.com/company/example-890,0,0,Donor,Gold,Prospect,08/04/2024,Alex890 Reed890,Recruiter,contact890@example.com,+14206644945
891,249efc5c-0abc-4366-9f3b-5972aa60529f,Employer 0891,Retail,E-commerce,Small,Toronto,ON,Canada,https://www.example891.com,https://www.linkedin.com/company/example-891,0,0,Sponsorship,Silver,Active,06/28/2023,Alex891 Reed891,HR Manager,contact891@example.com,+13909556481
892,f080243d-0ad5-4ae5-a5c6-9cf1804c922e,Employer 0892,Technology,Cloud/Software,Medium,Austin,TX,USA,https://www.example892.com,https://www.linkedin.com/company/example-892,0,0,Sponsorship,Silver,Prospect,04/18/2025,Alex892 Reed892,Recruiter,contact892@example.com,+14355645950
893,0d6551c8-f283-43a6-b84a-527203709333,Employer 0893,Retail,E-commerce,Large,New York,NY,USA,https://www.example893.com,https://www.linkedin.com/company/example-893,0,0,Mentorship,Gold,Active,03/25/2024,Alex893 Reed893,Talent Partner,contact893@example.com,+18706151878
894,18de9396-2eae-4576-bb86-8e323f8adcbf,Employer 0894,Healthcare,Provider,Enterprise,Hyderabad,NA,India,https://www.example894.com,https://www.linkedin.com/company/example-894,0,1,None,Gold,Active,11/10/2025,Alex894 Reed894,Talent Partner,contact894@example.com,+14944991860
895,b6243f1b-b5e9-44b4-b15c-279f8134d60e,Employer 0895,Energy,Utilities,Medium,Dallas,TX,USA,https://www.example895.com,https://www.linkedin.com/company/example-895,0,0,Hiring,Silver,Prospect,07/20/2021,Alex895 Reed895,Recruiter,contact895@example.com,+18597994958
896,aa361ea7-977b-47aa-8cdb-60f7c33e499b,Employer 0896,Retail,E-commerce,Medium,Chicago,IL,USA,https://www.example896.com,https://www.linkedin.com/company/example-896,0,0,Academic,Silver,Inactive,03/30/2023,Alex896 Reed896,University Relations,contact896@example.com,+13085996801
897,8b591472-e1d2-4dba-92a1-4590fe2148c0,Employer 0897,Consulting,IT Services,Enterprise,Seattle,WA,USA,https://www.example897.com,https://www.linkedin.com/company/example-897,0,0,Academic,Silver,Active,07/08/2026,Alex897 Reed897,Recruiter,contact897@example.com,+17999406692
898,9a569b81-4361-4344-8d41-a28846ae3124,Employer 0898,Logistics,Supply Chain,Large,Dublin,NA,Ireland,https://www.example898.com,https://www.linkedin.com/company/example-898,0,0,Hiring,Gold,Inactive,05/01/2025,Alex898 Reed898,Recruiter,contact898@example.com,+17339586611
899,a04338e6-6d04-4987-9231-13d784551a9f,Employer 0899,Manufacturing,Industrial,Medium,Dublin,NA,Ireland,https://www.example899.com,https://www.linkedin.com/company/example-899,0,0,Hiring,Bronze,Inactive,11/12/2022,Alex899 Reed899,HR Manager,contact899@example.com,+12977145243
900,c9ccb489-8acd-4bd1-87ed-b27be68380b5,Employer 0900,Government,Public Sector,Enterprise,New York,NY,USA,https://www.example900.com,https://www.linkedin.com/company/example-900,0,0,Hiring,Bronze,Prospect,08/08/2024,Alex900 Reed900,HR Manager,contact900@example.com,+19609303932
901,1d02fde0-e5a5-4881-8e53-eab7271e6204,Employer 0901,Manufacturing,Industrial,Enterprise,Chicago,IL,USA,https://www.example901.com,https://www.linkedin.com/company/example-901,0,0,Academic,Bronze,Active,11/19/2021,Alex901 Reed901,Talent Partner,contact901@example.com,+16233589674
902,8f72b200-c690-4c68-b15c-9c111df0d821,Employer 0902,Manufacturing,Industrial,Enterprise,St. Louis,MO,USA,https://www.example902.com,https://www.linkedin.com/company/example-902,0,0,Sponsorship,Silver,Prospect,03/14/2026,Alex902 Reed902,Recruiter,contact902@example.com,+12398133145
903,0f4c41df-be47-4aa5-9466-db7966acb061,Employer 0903,Finance,Banking,Large,Seattle,WA,USA,https://www.example903.com,https://www.linkedin.com/company/example-903,0,0,None,Gold,Prospect,07/15/2021,Alex903 Reed903,University Relations,contact903@example.com,+17112314395
904,cafa0fc3-cc04-45ff-b6a3-030f605c8512,Employer 0904,Retail,E-commerce,Medium,St. Louis,MO,USA,https://www.example904.com,https://www.linkedin.com/company/example-904,0,0,Mentorship,Silver,Prospect,03/19/2020,Alex904 Reed904,Recruiter,contact904@example.com,+19948405297
905,37f243a2-bd49-417e-9fed-dd8ff958447a,Employer 0905,Consulting,IT Services,Large,Dallas,TX,USA,https://www.example905.com,https://www.linkedin.com/company/example-905,0,0,Academic,Bronze,Active,07/16/2026,Alex905 Reed905,Talent Partner,contact905@example.com,+15469072241
906,77e144af-5175-4099-8f42-4c47ae5306a7,Employer 0906,Logistics,Supply Chain,Small,Chicago,IL,USA,https://www.example906.com,https://www.linkedin.com/company/example-906,0,0,None,Bronze,Prospect,11/16/2025,Alex906 Reed906,Recruiter,contact906@example.com,+12984955602
907,5e402f97-d640-4f79-997a-e0c4a8e425f8,Employer 0907,Finance,Banking,Enterprise,Chicago,IL,USA,https://www.example907.com,https://www.linkedin.com/company/example-907,0,0,Sponsorship,Bronze,Active,07/22/2020,Alex907 Reed907,HR Manager,contact907@example.com,+18208935285
908,aca000dc-4657-4e8e-92c0-c555f289f283,Employer 0908,Technology,Cloud/Software,Medium,Chicago,IL,USA,https://www.example908.com,https://www.linkedin.com/company/example-908,0,0,Sponsorship,Gold,Inactive,06/27/2025,Alex908 Reed908,Talent Partner,contact908@example.com,+15992458770
909,3937c289-75fb-4440-af39-69aee4345294,Employer 0909,Energy,Utilities,Small,San Jose,CA,USA,https://www.example909.com,https://www.linkedin.com/company/example-909,0,0,None,Bronze,Active,12/31/2023,Alex909 Reed909,Talent Partner,contact909@example.com,+18179438401
